Features,importance
D975,0.0005837662891203522
D311,0.0005833953310711074
D1000,0.0005827771827552235
D970,0.0005823279126043911
D1003,0.0005789677469619389
D1010,0.0005766814269007897
D981,0.000573393948095902
D988,0.0005715586984123329
D192,0.0005713892420608791
D1100,0.000570854601792887
D966,0.0005674107574165737
D952,0.0005628220964648668
D1041,0.0005619958069746036
D998,0.0005613704253036051
D1019,0.0005611985214677947
D1064,0.0005595366921485708
D1015,0.0005569933329164128
D1063,0.0005563413399036521
D935,0.0005548128930035526
D1056,0.0005539566210774627
D224,0.0005535233023298237
D582,0.0005521997486993147
D471,0.000550886732192616
D226,0.0005493375879312178
D1052,0.0005470355905469858
D166,0.000542435366145288
D1022,0.0005410881662696685
D1143,0.0005407087223638812
D1021,0.0005393187362149435
D141,0.0005364884578265059
D1029,0.0005269291750227222
D986,0.0005246788719730918
D968,0.0005229407030619185
D994,0.0005218147040194737
D698,0.0005211231606721307
D1006,0.0005173919232014341
D1062,0.0005173642475763948
D29,0.0005172559930089475
D1020,0.0005165651510234623
D1033,0.000516479366927537
D1037,0.0005156549424005715
D1016,0.0005151046782676039
D1434,0.0005148332114613478
D1150,0.0005146374976854569
D987,0.0005145231655723949
D752,0.0005131438517824631
D248,0.0005130423628982962
D1047,0.0005123672631342989
D153,0.0005122782819662394
D225,0.0005111332840684515
D1027,0.0005098325487793627
D1193,0.0005091560025601899
D1152,0.0005091217593496377
D1125,0.0005084391823340701
D1028,0.0005079932265500247
D494,0.0005079582135079021
D1070,0.0005069037064989491
D229,0.0005062256554222022
D984,0.0005049313736514566
D989,0.0005044981435296894
D1032,0.0005030134728271367
D964,0.000502432160178965
D892,0.0005024195069914085
D880,0.0005022336880199143
D228,0.0005001103085067591
D1012,0.0004997875660357839
D749,0.0004992616465980143
D912,0.0004969191656596367
D222,0.0004952451026331585
D1111,0.000494748374366322
D1060,0.000492700897175025
D1048,0.0004923398001729999
D1075,0.0004917913075986697
D1159,0.0004911405646381572
D1046,0.0004900524811562028
D812,0.0004896823383416066
D991,0.0004894294481647506
D609,0.0004878854708071211
D1023,0.00048696047215106796
D174,0.0004850977320343224
D1001,0.0004845612686278763
D120,0.0004798688288880513
D1072,0.000479840360463158
D1089,0.000478701997503749
D974,0.000478681469171248
D936,0.0004784277248428039
D1007,0.0004766863755878743
D1069,0.000475940206991553
D1014,0.00047555222756457717
D418,0.0004750369485077701
D1106,0.0004731175346121348
D963,0.0004695326525522111
D962,0.0004690218825635355
D1185,0.0004685733615937307
D993,0.0004680933766725501
D675,0.00046485413572279434
D972,0.0004628536976555803
D82,0.0004612407330529789
D1054,0.0004609022755382742
D1051,0.0004596687134222335
D1094,0.000459106952857074
D664,0.000458848390257728
D94,0.0004584656342485759
D990,0.00045755463547347787
D1142,0.00045693544129931686
D983,0.0004545996363931641
D1182,0.0004542164575525992
D985,0.0004535618108988099
D932,0.00045296008550186695
D1049,0.0004481349925202594
D1057,0.0004464431776214825
D674,0.0004454542872985322
D956,0.00044427384930015177
D1338,0.0004436208011138603
D1130,0.0004418275963119893
D1065,0.0004417793065699875
D1013,0.0004410883349963482
D447,0.0004408631301507512
D1195,0.00043988183507977495
D701,0.00043838734398798706
D1200,0.0004375315400124986
D446,0.00043734116028668215
D1045,0.0004364989698896982
D766,0.00043585153726338223
D1131,0.0004356360023509368
D997,0.0004353682357171323
D934,0.00043289874436900266
D1166,0.0004304574028268894
D893,0.0004294325592680475
D1123,0.0004291228537411277
D1024,0.0004247659247093112
D1058,0.000423420989440458
D841,0.00042317315256217583
D1127,0.0004231658861955833
D313,0.00042166751235798826
D1098,0.0004208011908282398
D1038,0.0004207294655806423
D1120,0.00041913466032890575
D1445,0.0004168212172555211
D937,0.00041647338376399155
D599,0.00041205686951318335
D882,0.00041186022636842255
D1031,0.0004117028454255656
D1117,0.0004100848250798467
D1361,0.00040989811677213933
D1118,0.0004087672336112831
D686,0.00040742710503933555
D1107,0.00040347365354975333
D1121,0.0004033287754356212
D165,0.0004023032794100871
D1155,0.00040175703377360743
D1135,0.00040145348223561935
D361,0.00039953777097136953
D360,0.00039938133812255765
D1170,0.00039780326915879813
D1053,0.0003977804128194812
D1178,0.00039642846874158504
D1133,0.00039581476301725396
D121,0.0003955184080903754
D1173,0.0003936834050366412
D1167,0.0003932978721595351
D1126,0.00039192711796558714
D1082,0.0003910187192058662
D1198,0.00039062634187660166
D767,0.0003897459841046387
D1172,0.0003893626022886167
D1044,0.00038775508055488117
D1199,0.0003858133466571481
D1073,0.00038491656974659914
D792,0.00038458590419274943
D4,0.00038340142827757954
D813,0.0003826787359656115
D1066,0.0003815691493866646
D1165,0.0003805427138799032
D1099,0.00037883970831102193
D1043,0.00037851031190911483
D1191,0.0003771539416542185
D1163,0.0003763202326067383
D359,0.00037601044403948094
D1144,0.00037288693163815004
D144,0.00037268457777465497
D1116,0.0003724956228261962
D1171,0.000372290034372623
D1103,0.0003716416497159999
D314,0.00037039383957393333
D1035,0.000369784224210035
D1093,0.0003679722758879455
D1119,0.0003679474741770588
D1005,0.00036722853937769034
D1030,0.00036719276992394834
D612,0.0003663990268123814
D1034,0.00036611004356707275
D1042,0.00036399746106307185
D453,0.00036386558132603755
D390,0.00036323314725070026
D1140,0.0003632005951876022
D1158,0.00036200683967123153
D122,0.00036177083855346975
D1132,0.00036041336993677806
D1176,0.0003595339174405049
D109,0.000357674016500374
D461,0.00035761949356664355
D1341,0.00035760103850245023
D1025,0.0003574512401082579
D1187,0.0003574256923647282
D1189,0.0003571673116542797
D1201,0.00035539847279428873
D814,0.0003529904803442089
D1084,0.0003526603650488347
D903,0.0003523380752734875
D452,0.000351964142348657
D481,0.0003517773339374014
D1141,0.000350709870596798
D768,0.0003505123804450976
D1157,0.00035004038300511946
D957,0.0003494869320040972
D1114,0.0003494699427072282
D375,0.0003493128697189091
D1194,0.0003491292685419072
D1077,0.0003483023949058358
D980,0.00034817225898131345
D969,0.0003480241943225646
D493,0.00034649452573539763
D881,0.00034268673706931615
D626,0.0003406566302366715
D1149,0.0003405021265210719
D1174,0.0003401717859274557
D377,0.0003396846347167944
D1161,0.00033929861249510816
D1184,0.0003385886286354088
D1183,0.0003385056804411204
D1095,0.0003372620571416138
D1068,0.0003370160387091917
D1109,0.00033633090100368515
D585,0.00033549921855966766
D1092,0.000335151987024582
D220,0.0003342161679562453
D1181,0.00033348951562183615
D1080,0.00033346731775633014
D1188,0.00033331976148522454
D586,0.00033249309012042203
D419,0.0003314440941613951
D233,0.0003314401009044399
D711,0.00033025430266513616
D227,0.0003294228770580304
D1091,0.0003274493294456675
D965,0.0003260888812186646
D665,0.00032526464278361683
D971,0.00032428185263105153
D451,0.0003237726733668744
D1202,0.0003212735773697925
D518,0.0003205437485663317
D729,0.000320465703370656
D186,0.00032025782544405985
D1115,0.0003188193669059914
D1090,0.00031872990657116196
D1147,0.0003173055704749624
D728,0.0003168117428191516
D1203,0.00031670172088934406
D1079,0.00031669904725135944
D98,0.00031669847934028727
D1088,0.000315961537223224
D475,0.00031521759742496775
D1124,0.0003150636735021669
D189,0.00031488130906067775
D336,0.00031479434994863406
D611,0.00031181053371052796
D1156,0.0003116910276565883
D610,0.00031107603759586737
D337,0.0003109231200922516
D1179,0.0003100560429915258
D702,0.0003090441504073924
D1136,0.0003089043289766982
D1151,0.00030760284100136217
D1426,0.0003050904895341726
D1160,0.00030446779259140917
D1204,0.0003040780140859938
D376,0.00030277044129105757
D1097,0.00030113818261616275
D902,0.0003009551274414084
D387,0.00030028446763740807
D389,0.0002985615254453586
D1192,0.0002982953342281513
D598,0.0002968414106875332
D1360,0.00029670836890493185
D769,0.00029573305129648465
D462,0.00029453823532590834
D1417,0.00029448323936390023
D1101,0.0002944597879746325
D335,0.0002937762426048271
D1086,0.00029369801062062494
D111,0.0002923832739522157
D1081,0.00029236284955400603
D1177,0.00029198656780432666
D1085,0.0002919101907968812
D753,0.00029170262684556826
D476,0.00029155814084923747
D496,0.00028977184596615084
D1164,0.0002896476040057757
D374,0.0002895827533868797
D1138,0.0002878725734164813
D1186,0.0002877826663414829
D123,0.00028729380945322693
D1108,0.0002871030558425214
D1273,0.00028655648532671993
D1137,0.0002858319258972987
D1332,0.0002843010551140375
D534,0.00028395165424218273
D236,0.00028378561308231484
D790,0.0002825156809923867
D545,0.00028211375800983607
D1407,0.0002801878283502852
D1139,0.00027906254163421486
D495,0.0002786131392666761
D206,0.0002783716413336314
D1272,0.00027729245341779306
D1096,0.0002772222168099214
D894,0.00027704983748069305
D554,0.0002763217625901948
D1128,0.00027601981904185513
D666,0.00027537998448247424
D1122,0.0002753595392425019
D863,0.00027382358375361557
D939,0.0002737650190904466
D1145,0.0002730974358868241
D338,0.00027294043903939674
D703,0.00027130048141322345
D1104,0.000271022259667629
D584,0.0002689097322637744
D557,0.0002685087298825781
D1154,0.00026759513257730447
D1180,0.0002670211316305822
D1190,0.0002661247277088469
D1153,0.0002654043145358324
D315,0.00026533534548375034
D1371,0.00026513708754296054
D793,0.00026481404616977275
D1421,0.0002631747800809652
D1359,0.0002631223927519753
D1175,0.0002626220662303851
D428,0.0002601808239340501
D1285,0.00025973051251320994
D420,0.00025740093877639014
D1447,0.0002573259906123287
D1162,0.00025703499908020106
D542,0.00025586696715694675
D1219,0.0002557451781258429
D794,0.000253727956954808
D378,0.0002527686020241981
D1335,0.00025164879788235913
D1441,0.00025163082649925714
D421,0.00025148994228176756
D463,0.00025107655385180777
D1197,0.0002487755852501383
D1148,0.0002479208194077738
D491,0.00024743815554774086
D454,0.0002472483697066471
D1364,0.0002458357269302344
D938,0.00024450238528038774
D1321,0.00024406208800869923
D430,0.00024278439239051275
D1243,0.00024253760675193296
D1333,0.00024250597709592106
D627,0.00024058649990855302
D535,0.00024013641942340324
D1110,0.00023932588473494785
D1403,0.00023906787150726824
D710,0.0002381531544946121
D243,0.0002374971768729298
D388,0.0002374173676483005
D1112,0.00023662214148328507
D1278,0.00023628541721686694
D1234,0.00023611500760244554
D1134,0.00023306103848341707
D1102,0.00023260010733193177
D1287,0.00023230097490228987
D689,0.00023212983377020178
D613,0.00023189879909554374
D556,0.00023182149430619288
D391,0.00023093882117535748
D1247,0.00023035126452559143
D169,0.00022945589337201614
D526,0.00022912218992165398
D429,0.00022821605396220946
D1411,0.0002272999360241873
D650,0.00022652799373526058
D1280,0.0002264183260199263
D761,0.000226356125699661
D231,0.00022577708266104796
D1400,0.00022535372923900536
D1235,0.00022462422368048124
D803,0.00022319926386720385
D1327,0.00022291805712741075
D587,0.00022094344709353082
D1418,0.00022070992819241624
D1146,0.00022063906168839857
D213,0.00021960292032977198
D546,0.00021953443923322034
D558,0.00021950722728483567
D524,0.00021899125436324236
D1250,0.00021775413883047705
D1226,0.00021754819971657428
D730,0.00021533174154761138
D1334,0.00021498048495702417
D1435,0.00021478830209467476
D1129,0.00021419364419127574
D1376,0.00021341917769437293
D1259,0.00021330788428403717
D1409,0.00021320466194578135
D348,0.00021317985563522283
D547,0.00021225285243984025
D260,0.000212150245964722
D477,0.00021210501376298162
D1370,0.0002109026154565879
D482,0.0002096496954256791
D916,0.00020904437215903173
D635,0.0002089106452726966
D1294,0.0002087712263214527
D1414,0.000208760697771394
D1238,0.00020728811546022333
D895,0.00020606827233582675
D1289,0.00020540893210593527
D1384,0.000204996261111133
D677,0.00020496430238293051
D1269,0.0002038202945652985
D455,0.00020254462061559088
D883,0.00020247580495868486
D114,0.00020230550816603785
D776,0.00020226843579695594
D250,0.00020176509405961978
D1252,0.0002001712502646744
D579,0.0001999257965336168
D24,0.00019967969529174301
D1213,0.00019953136186836361
D138,0.00019869615930008107
D339,0.0001983614650652065
D1216,0.00019794003807749707
D1433,0.0001955435242960403
D676,0.00019511085865211856
D678,0.000194782112664032
D914,0.00019464104396286615
D362,0.00019443535502876864
D1311,0.00019430514422359257
D731,0.00019385205757264966
D712,0.00019313979542767836
D548,0.0001925989553228527
D1350,0.0001921811014024632
D1381,0.00019214014837094673
D350,0.0001918130146053573
D1105,0.0001914358110268114
D1323,0.00019125969939113463
D896,0.00019065539264467166
D667,0.00019030749666988682
D743,0.0001900003568727071
D340,0.00018996877318968865
D1276,0.00018971012633090328
D904,0.00018962391181165088
D832,0.00018889057593509035
D112,0.00018847426243535017
D536,0.0001877170442348725
D124,0.0001871256230056477
D815,0.00018682399276216257
D1342,0.00018597061397438526
D1245,0.00018571403050410986
D1379,0.0001853095399056382
D1241,0.00018466947522820552
D1427,0.00018441140956404305
D525,0.0001843011732893573
D770,0.00018422550512674115
D1325,0.00018371880081418735
D1386,0.00018318500418533918
D1410,0.00018301479824532822
D1382,0.00018195443469723455
D246,0.00018111689439698163
D795,0.0001806470180738656
D1399,0.00018059618668341942
D1345,0.00018010508187015552
D1264,0.00017996301202370026
D1230,0.00017987950126773663
D929,0.00017980466896762445
D1317,0.00017940322646700727
D1396,0.00017928516970223436
D588,0.00017835932366375002
D1237,0.00017830875471204968
D363,0.00017816155594571723
D1375,0.00017770186029190463
D1431,0.00017724950702781083
D1307,0.0001771651388412309
D864,0.00017701602184184385
D1274,0.00017671659692228276
D392,0.0001763383872502267
D1270,0.00017615726674346282
D1412,0.00017556720248489472
D1392,0.00017549310290661298
D1349,0.00017547658952899716
D1236,0.00017533472332910757
D1302,0.0001753108224170791
D1391,0.0001743272196359742
D1240,0.0001735402753458706
D1263,0.00017340497288679128
D1242,0.00017222863033952146
D1406,0.0001720823065745711
D1442,0.00017202051415985778
D1446,0.00017173679442809384
D652,0.00017148298068295716
D431,0.0001714820991844847
D651,0.0001711367587068343
D1254,0.00017061315463293456
D1267,0.0001705379596691229
D1405,0.00016972899062870942
D427,0.0001695305348123557
D1233,0.0001694277374029392
D1340,0.00016940646161680138
D1422,0.00016923625617228672
D538,0.0001691017909019232
D1271,0.00016894098234953163
D1415,0.00016853305620273345
D1402,0.00016811050149269117
D1206,0.00016798445788582535
D777,0.0001676867588301574
D1282,0.00016747370874894594
D1301,0.0001672233389061161
D1346,0.0001667562236285886
D915,0.00016662993518827237
D1443,0.00016461694227259797
D1318,0.00016458257522984258
D1378,0.00016442844489080076
D1397,0.00016427444012284906
D1210,0.00016388184330471496
D1440,0.00016247577133563735
D28,0.00016151563433222101
D1262,0.00016034443428578153
D1356,0.00015981121124610125
D1385,0.00015961783554177075
D544,0.00015957786567570966
D1258,0.00015868804359424964
D656,0.00015865264639051762
D555,0.00015820353312322218
D1214,0.00015684955298611876
D1395,0.0001566626730241573
D1217,0.00015569932405397037
D1288,0.00015556394638455918
D537,0.00015553403696617402
D1296,0.0001547689183492983
D905,0.00015462386976304915
D288,0.00015458457692046036
D432,0.00015425699776004586
D239,0.00015419933721035636
D1229,0.0001539691011287115
D1681,0.00015355177016325176
D560,0.00015307019229111814
D1430,0.00015296271109029684
D755,0.00015281988149924773
D1221,0.0001525677665470421
D448,0.0001523258179394341
D1352,0.000152191463034574
D1279,0.00015214962871907398
D1310,0.00015199442661907153
D1331,0.00015180271650231118
D1293,0.00015171888825917418
D1299,0.00015149852810730042
D1353,0.00015134688092149733
D1420,0.00015128563127548065
D569,0.0001510420543546672
D519,0.00015090093150478372
D884,0.00015041771219002684
D1388,0.00015036785278159184
D576,0.00015020239482768535
D845,0.0001497858342175715
D897,0.00014971763185506765
D423,0.00014808471893426093
D1277,0.0001480429820295047
D1366,0.00014789101158053702
D1297,0.00014783968775201962
D1363,0.00014777895924345764
D1351,0.00014776176071881915
D561,0.00014731143200756396
D846,0.0001467982398890119
D1211,0.0001462782172697848
D365,0.0001461041043044614
D1291,0.0001458394889577184
D1261,0.00014557737276895164
D1729,0.00014552630947073985
D690,0.0001455035478889967
D1330,0.00014545894146639869
D1324,0.0001452175660474426
D1255,0.00014505228389446778
D559,0.00014497733645093899
D464,0.00014497112727635314
D1448,0.00014489327207055217
D1209,0.0001448061567669674
D1368,0.0001443535686093063
D1257,0.00014353415205250723
D326,0.00014336133083702872
D1436,0.00014332402609515437
D1322,0.00014317787787905453
D1336,0.00014252629631363335
D1377,0.00014234945426728294
D754,0.000141829666816787
D113,0.00014182693857507148
D1308,0.0001413584488077201
D1286,0.00014113385930637624
D422,0.0001408299821775006
D1439,0.00014067526244052788
D898,0.00014054416410078078
D380,0.0001402419379045863
D1365,0.00014000153788487906
D221,0.0001398356882807929
D628,0.0001397950856123125
D1232,0.00013952266968605536
D1256,0.00013940257890454914
D1275,0.00013915146903768883
D1329,0.00013815090906057754
D1596,0.00013808072210322146
D1239,0.0001380531317859389
D1244,0.00013789821377998676
D1251,0.00013770587068011244
D1268,0.00013731162754209827
D549,0.00013730288012975205
D1231,0.00013726467146525406
D1303,0.00013667909149855308
D1369,0.00013651807455361707
D1387,0.00013621680130589478
D550,0.00013613093244400765
D1699,0.0001357767276925564
D1438,0.00013567221707855854
D1408,0.00013543716865852857
D653,0.00013531544477337297
D668,0.00013527531994653443
D1347,0.000135162202554415
D1337,0.00013505108809103156
D1357,0.00013441751240575448
D318,0.00013394650187355825
D732,0.00013338995550911105
D351,0.00013338948168138527
D1429,0.00013334000801545776
D1344,0.00013332271605530444
D1354,0.0001329707586194123
D1212,0.00013292450364346743
D693,0.0001328649901978813
D1266,0.00013134278849528583
D1224,0.00013119939490782834
D1444,0.00013053005056868608
D1319,0.0001300349989809902
D1248,0.00012975747081935576
D115,0.0001292080715859785
D636,0.00012886941859375668
D704,0.00012870865266216067
D1300,0.0001282042549749721
D1290,0.00012721188870811696
D1454,0.0001269487605433984
D325,0.00012694747697814026
D1304,0.00012674298887701643
D1424,0.00012585527889919098
D1205,0.0001256358358627054
D520,0.00012554648409461057
D1393,0.00012508488052595084
D261,0.0001250788130895732
D1314,0.00012496156756846644
D1292,0.0001243663703825867
D1437,0.00012421866851993632
D1220,0.00012351709494473015
D1419,0.0001231344490982305
D521,0.0001228679234041543
D1362,0.00012222849236976545
D1295,0.00012122875050701141
D1320,0.00012107959447411624
D1223,0.00012088840226528074
D1249,0.00012088594827916753
D562,0.00012081373664050048
D1401,0.00012040876188334678
D614,0.00012039714472217032
D1218,0.00012001575403942876
D756,0.00011988516212657079
D1383,0.00011974972407581703
D190,0.0001196105768651812
D1316,0.00011908613056826069
D527,0.00011900090977133771
D1432,0.0001187287403369492
D1305,0.0001184548474353703
D179,0.00011793719577722423
D1425,0.00011789221967882162
D1404,0.00011761485193315305
D1298,0.00011690752832815458
D948,0.00011688627525373593
D1416,0.00011684468313604745
D816,0.00011682932543703404
D1398,0.00011666900200602266
D643,0.00011629097489662514
D232,0.00011614479287907487
D1339,0.00011604563083053549
D379,0.0001159723031943986
D709,0.00011544069362030963
D1343,0.0001152556849571053
D497,0.00011426564278827777
D1367,0.00011415380346976802
D134,0.00011411728391571608
D244,0.00011368582454044556
D319,0.00011366732101999995
D1763,0.00011318865133348399
D603,0.00011201266523287523
D281,0.00011191311309342494
D1348,0.00011116232021338249
D1423,0.00011114811083635367
D279,0.00011108617610223353
D1215,0.00011084104989531128
D364,0.00011012325415163191
D1328,0.00010964212734668026
D1373,0.00010917071929107413
D691,0.00010910338083347137
D349,0.00010809943872627384
D580,0.00010791835704352393
D1207,0.00010749995949179213
D393,0.00010711629763400977
D262,0.00010642774188999119
D1265,0.00010596022498925053
D247,0.00010591801989273924
D1394,0.00010578486184313625
D347,0.00010569345596036433
D409,0.00010568781536710888
D1374,0.00010560659892299261
D1315,0.00010544445653469158
D320,0.00010533268808043681
D600,0.0001051799202837924
D1536,0.00010494089393185985
D1380,0.00010474486266151217
D1481,0.00010458517579392918
D1545,0.00010392886489238916
